Candidate Organization Link,Industry,Industry Group Description,Candidate Organization Name,Contact Information
http://www.iuoe.org,Industry,"Accredited Crane Operator Certification OSHA regulation 29 CFR 1926 Subpart CC, released August 9, 2010, requires crane operators involved in construction to be certified by an accredited certification provider by November 10, 2014.[1] An operator is defined as any person operating the equipment. To be accredited, certification providers must be accredited by a nationally recognized accrediting agency, defined as ""an organization that, due to its independence and expertise, is widely recognized as competent to accredit testing organizations. Examples of such accrediting agencies include, but are not limited to, the National Commission for Certifying Agencies and the American National Standards Institute.""[2] This is the first time certification by an accredited certification provider has been required on a national level, although individual states (e.g., West Virginia, Hawaii, California) and cities (Chicago, New York, and Philadelphia) have required crane operator certification as far back as 2000. The new OSHA standards make the completion of this requirement an important topic of knowledge for the crane and lifting industry.",International Union of Operating Engineers | Washington DC,[]
http://www.nccer.org,Industry,"Accredited Crane Operator Certification OSHA regulation 29 CFR 1926 Subpart CC, released August 9, 2010, requires crane operators involved in construction to be certified by an accredited certification provider by November 10, 2014.[1] An operator is defined as any person operating the equipment. To be accredited, certification providers must be accredited by a nationally recognized accrediting agency, defined as ""an organization that, due to its independence and expertise, is widely recognized as competent to accredit testing organizations. Examples of such accrediting agencies include, but are not limited to, the National Commission for Certifying Agencies and the American National Standards Institute.""[2] This is the first time certification by an accredited certification provider has been required on a national level, although individual states (e.g., West Virginia, Hawaii, California) and cities (Chicago, New York, and Philadelphia) have required crane operator certification as far back as 2000. The new OSHA standards make the completion of this requirement an important topic of knowledge for the crane and lifting industry.","NCCER Home - The leader in construction training, education, workforce development and accreditation.",[]
http://www.nccco.org,Industry,"Accredited Crane Operator Certification OSHA regulation 29 CFR 1926 Subpart CC, released August 9, 2010, requires crane operators involved in construction to be certified by an accredited certification provider by November 10, 2014.[1] An operator is defined as any person operating the equipment. To be accredited, certification providers must be accredited by a nationally recognized accrediting agency, defined as ""an organization that, due to its independence and expertise, is widely recognized as competent to accredit testing organizations. Examples of such accrediting agencies include, but are not limited to, the National Commission for Certifying Agencies and the American National Standards Institute.""[2] This is the first time certification by an accredited certification provider has been required on a national level, although individual states (e.g., West Virginia, Hawaii, California) and cities (Chicago, New York, and Philadelphia) have required crane operator certification as far back as 2000. The new OSHA standards make the completion of this requirement an important topic of knowledge for the crane and lifting industry.",National Commission For The Certification of Crane Operators - NCCCO,[]
http://www.oecp.org,Industry,"Accredited Crane Operator Certification OSHA regulation 29 CFR 1926 Subpart CC, released August 9, 2010, requires crane operators involved in construction to be certified by an accredited certification provider by November 10, 2014.[1] An operator is defined as any person operating the equipment. To be accredited, certification providers must be accredited by a nationally recognized accrediting agency, defined as ""an organization that, due to its independence and expertise, is widely recognized as competent to accredit testing organizations. Examples of such accrediting agencies include, but are not limited to, the National Commission for Certifying Agencies and the American National Standards Institute.""[2] This is the first time certification by an accredited certification provider has been required on a national level, although individual states (e.g., West Virginia, Hawaii, California) and cities (Chicago, New York, and Philadelphia) have required crane operator certification as far back as 2000. The new OSHA standards make the completion of this requirement an important topic of knowledge for the crane and lifting industry.",OECP Home,[]
http://webstore.ansi.org,Industry,"ANSI C, ISO C and Standard C refer to the successive standards for the C programming language published by the American National Standards Institute (ANSI) and the International Organization for Standardization (ISO).  Historically, the names referred specifically to the original and best-supported version of the standard (known as C89 or C90).  Software developers writing in C are encouraged to conform to the standards, as doing so helps portability between compilers.
",ANSI WebStore - American National Standards,[info@ansi.org]
http://www.wins.org,Industry,"The Institute of Nuclear Materials Management (INMM) is an international technical and professional organization that works to promote safe handling of nuclear material and the safe practice of nuclear materials management through publications, as well as organized presentations and meetings.",WINS – The leaders in knowledge exchange and certification for nuclear security management.,[info@wins.org]
http://www.tiaonline.org,Industry,"An open standard is a standard that is publicly available and has various rights to use associated with it, and may also have various properties of how it was designed (e.g. open process).  There is no single definition and interpretations vary with usage.
",Home - TIA Online,[marketing@tiaonline.org]
http://www.openstandards.net,Industry,"An open standard is a standard that is publicly available and has various rights to use associated with it, and may also have various properties of how it was designed (e.g. open process).  There is no single definition and interpretations vary with usage.
",OpenStandards.net,[]
http://www.dwheeler.com,Industry,"An open standard is a standard that is publicly available and has various rights to use associated with it, and may also have various properties of how it was designed (e.g. open process).  There is no single definition and interpretations vary with usage.
",David A. Wheeler's Personal Home Page,[]
http://fhs.ch,Industry,"A chronometer (from Ancient Greek  χρονόμετρο) is a specific type of mechanical timepiece tested and certified to meet certain precision standards. In Switzerland, only timepieces certified by the Contrôle Officiel Suisse des Chronomètres (COSC) may use the word chronometer on them. Outside Switzerland, equivalent bodies (such as the Japan Chronometer Inspection Institute) have in the past certified timepieces to the same internationally recognised standards, although use of the term has not always been strictly controlled.
",FH - Federation of the Swiss watch industry FH,[]
http://www.cosc.ch,Industry,"A chronometer (from Ancient Greek  χρονόμετρο) is a specific type of mechanical timepiece tested and certified to meet certain precision standards. In Switzerland, only timepieces certified by the Contrôle Officiel Suisse des Chronomètres (COSC) may use the word chronometer on them. Outside Switzerland, equivalent bodies (such as the Japan Chronometer Inspection Institute) have in the past certified timepieces to the same internationally recognised standards, although use of the term has not always been strictly controlled.
",COSC | Contrôle Officiel Suisse des Chronomètres,[info@cosc.ch]
http://www.fhs.ch,Industry,"
",FH - Federation of the Swiss watch industry FH,[]
http://www.iosw.com,Industry,"A watchmaker is an artisan who makes and repairs watches. Since a majority of watches are now factory made, most modern watchmakers only repair watches. However, originally they were master craftsmen who built watches, including all their parts, by hand. Modern watchmakers, when required to repair older watches, for which replacement parts may not be available, must have fabrication skills, and can typically manufacture replacements for many of the parts found in a watch. The term clockmaker refers to an equivalent occupation specializing in clocks.
",Institute of Swiss Watchmaking – Training Schools Education and Horology Courses|IOSW.com,[]
http://www.cibse.org,Industry,"Building services engineering is a professional engineering discipline that strives to achieve a safe and comfortable indoor environment whilst minimizing the environmental impact of a building.
",CIBSE - Chartered Institution of Building Services Engineers,"[nr@context, +442086755211]"
http://www.b-es.org,Industry,"Building services engineering is a professional engineering discipline that strives to achieve a safe and comfortable indoor environment whilst minimizing the environmental impact of a building.
",The BESA - Building Engineering Services Association,"[contact@thebesa.com, jquery-gray@1.4.5/js, +442073134900]"
http://www.cibsejournal.com,Industry,"
",CIBSE Journal – Chartered Institute of Building Services Engineers,[]
https://www.cdc.gov,Industry,"Firefighting is the act of attempting to prevent the spread of and extinguish significant unwanted fires in buildings, vehicles, woodlands, etc. A firefighter suppresses fires and performs rescues to protect lives, property and the environment.[1]
",Centers for Disease Control and Prevention,[]
http://www.ada.gov,Industry,"A fire extinguisher is an active fire protection device used to extinguish or control small fires, often in emergency situations. It is not intended for use on an out-of-control fire, such as one which has reached the ceiling, endangers the user (i.e., no escape route, smoke, explosion hazard, etc.), or otherwise requires the expertise of a fire brigade. Typically, a fire extinguisher consists of a hand-held cylindrical pressure vessel containing an agent which can be discharged to extinguish a fire. Fire extinguishers manufactured with non-cylindrical pressure vessels also exist, but are less common.",ADA.gov homepage,[]
http://www.cofessco.com,Industry,"A fire extinguisher is an active fire protection device used to extinguish or control small fires, often in emergency situations. It is not intended for use on an out-of-control fire, such as one which has reached the ceiling, endangers the user (i.e., no escape route, smoke, explosion hazard, etc.), or otherwise requires the expertise of a fire brigade. Typically, a fire extinguisher consists of a hand-held cylindrical pressure vessel containing an agent which can be discharged to extinguish a fire. Fire extinguishers manufactured with non-cylindrical pressure vessels also exist, but are less common.","Cofessco Fire Protection | Fire Sprinklers, Fire Alarms and all other fire protection needs for West Michigan",[]
http://www.nfsa.org,Industry,"Fire protection is the study and practice of mitigating the unwanted effects of potentially destructive fires.[1] It involves the study of the behaviour, compartmentalisation, suppression and investigation of fire and its related emergencies, as well as the research and development, production, testing and application of mitigating systems. In structures, be they land-based, offshore or even ships, the owners and operators are responsible to maintain their facilities in accordance with a design-basis that is rooted in laws, including the local building code and fire code, which are enforced by the Authority Having Jurisdiction.
",Home | National Fire Sprinkler Association | 443-863-4464,[eod@nfsa.org]
http://www.nfpa.org,Industry,"Fire protection is the study and practice of mitigating the unwanted effects of potentially destructive fires.[1] It involves the study of the behaviour, compartmentalisation, suppression and investigation of fire and its related emergencies, as well as the research and development, production, testing and application of mitigating systems. In structures, be they land-based, offshore or even ships, the owners and operators are responsible to maintain their facilities in accordance with a design-basis that is rooted in laws, including the local building code and fire code, which are enforced by the Authority Having Jurisdiction.
",NFPA,[]
http://www.firesafe.org.uk,Industry,"Fire protection is the study and practice of mitigating the unwanted effects of potentially destructive fires.[1] It involves the study of the behaviour, compartmentalisation, suppression and investigation of fire and its related emergencies, as well as the research and development, production, testing and application of mitigating systems. In structures, be they land-based, offshore or even ships, the owners and operators are responsible to maintain their facilities in accordance with a design-basis that is rooted in laws, including the local building code and fire code, which are enforced by the Authority Having Jurisdiction.
",Firesafe.org.uk,[]
http://www.fssa.net,Industry,"Fire suppression systems are used to extinguish or prevent the spread of fire in a building. Suppression systems use a combination of dry chemicals and/or wet agents to suppress equipment fires.
",Home,[]
http://www.access-board.gov,Industry,"The publication Life Safety Code, known as NFPA 101, is a consensus standard widely adopted in the United States. It is administered, trademarked, copyrighted, and published by the National Fire Protection Association and, like many NFPA documents, is systematically revised on a three-year cycle.",Home - United States Access Board,[]
http://www.ibm.com,"IT, communications and electronics","
A service-oriented architecture (SOA) is a style of software design where services are provided to the other components by application components, through a communication protocol over a network. The basic principles of service-oriented architecture are independent of vendors, products and technologies.[1]
A service is a discrete unit of functionality that can be accessed remotely and acted upon and updated independently, such as retrieving a credit card statement online.
",IBM - United States,[]
http://martinfowler.com,"IT, communications and electronics","A domain-specific language (DSL) is a computer language specialized to a particular application domain. This is in contrast to a general-purpose language (GPL), which is broadly applicable across domains. There are a wide variety of DSLs, ranging from widely used languages for common domains, such as HTML for web pages, down to languages used by only one or a few pieces of software, such as MUSH softcode. DSLs can be further subdivided by the kind of language, and include domain-specific markup languages, domain-specific modeling languages (more generally, specification languages), and domain-specific programming languages. Special-purpose computer languages have always existed in the computer age, but the term ""domain-specific language"" has become more popular due to the rise of domain-specific modeling. Simpler DSLs, particularly ones used by a single application, are sometimes informally called mini-languages.
",Martin Fowler,[]
http://www.martinfowler.com,"IT, communications and electronics","A domain-specific language (DSL) is a computer language specialized to a particular application domain. This is in contrast to a general-purpose language (GPL), which is broadly applicable across domains. There are a wide variety of DSLs, ranging from widely used languages for common domains, such as HTML for web pages, down to languages used by only one or a few pieces of software, such as MUSH softcode. DSLs can be further subdivided by the kind of language, and include domain-specific markup languages, domain-specific modeling languages (more generally, specification languages), and domain-specific programming languages. Special-purpose computer languages have always existed in the computer age, but the term ""domain-specific language"" has become more popular due to the rise of domain-specific modeling. Simpler DSLs, particularly ones used by a single application, are sometimes informally called mini-languages.
",Martin Fowler,[]
http://www.dmtf.org,"IT, communications and electronics","The Storage Management Initiative Specification, commonly called SMI-S, is a computer data storage standard developed and maintained by the Storage Networking Industry Association (SNIA). It has also been ratified as an ISO standard.[1] SMI is based upon the Common Information Model and the Web-Based Enterprise Management standards defined by the Distributed Management Task Force, which define management functionality via HTTP. The most recent approved version of SMI-S is available at the SNIA.[2]
",Home | DMTF,[]
http://snia.org,"IT, communications and electronics","XAM, or the eXtensible Access Method, is a storage standard developed and maintained by the Storage Networking Industry Association (SNIA). It is in the process of being ratified as an ANSI standard. XAM is an API for fixed content aware storage devices. XAM replaces the various proprietary interfaces that have been used for this purpose in the past. Content generating applications now have a standard means of saving and finding their content across a broad array of storage devices.
",SNIA | Advancing Storage and Information Technology,[nr@context]
http://forwardthinking.pcmag.com,"IT, communications and electronics","
",Forward Thinking | PCMag.com,[]
http://www.wgaeast.org,Media,"From November 5, 2007, to February 12, 2008, all 12,000 film and television screenwriters of the American labor unions Writers Guild of America, East (WGAE), and Writers Guild of America West (WGAW) went on strike.[1][2][3]
",Writers Guild of America East,[]
http://www.wga.org,Media,"From November 5, 2007, to February 12, 2008, all 12,000 film and television screenwriters of the American labor unions Writers Guild of America, East (WGAE), and Writers Guild of America West (WGAW) went on strike.[1][2][3]
",Writers Guild of America West,[]
http://www.editeur.org,Media,"The International Publishers Association (IPA) is an international publishing industry federation of national publisher associations representing book and journal publishing. It is a non-profit and non-governmental organization, founded in 1896 to promote and protect publishing and to raise awareness for publishing in the context of economic, cultural and political development. The IPA actively opposes censorship and promotes copyright, literacy and the freedom to publish.[1]
",EDItEUR,[info@editeur.org]
http://www.govtrack.us,Media,"Low-power broadcasting refers to a broadcast station operating at a low electrical power to a smaller service area than ""full power"" stations within the same region, but often distinguished from ""micropower broadcasting"" (more commonly ""microbroadcasting"") and broadcast translators. LPAM, LPFM and LPTV are in various levels of use across the world, varying widely based on the laws and their enforcement.
",GovTrack.us: Tracking the U.S. Congress,[]
http://www.nab.org,Media,"
The DTV (an abbreviation of digital television, also called digital broadcast) transition in the United States was the switchover from analog (the traditional method of transmitting television signals) to exclusively digital broadcasting of free over-the-air television programming. According to David Rehr, then president and CEO of the National Association of Broadcasters, this transition represented ""the most significant advancement of television technology since color TV was introduced.""[1] For full-power TV stations, the transition went into effect on June 12, 2009, with stations ending regular programming on their analog signals no later than 11:59pm local time that day.[2]
",NAB: The Voice for America's Radio and Television Broadcasters,[]
http://www.acponline.org,"Medicine, medical devices, pharmaceuticals and environment","The American College of Physicians (ACP) is a national organization of internists — specialists who apply scientific knowledge and clinical expertise to the diagnosis, treatment, and compassionate care of adults across the spectrum from health to complex illness.[1] With 154,000 members, ACP is the largest medical-specialty organization and second-largest physician group in the United States.[2]
",American College of Physicians | Internal Medicine | ACP,"[nr@seenError, nr@context, nr@wrapped, nr@original]"
http://www.ada.org,"Medicine, medical devices, pharmaceuticals and environment","The American Dental Association (ADA) is an American professional association established in 1859 which has more than 161,000 members. Based in the American Dental Association Building in the Near North Side of Chicago,[4] the ADA is the world's largest and oldest national dental association and promotes good oral health to the public while representing the dental profession.
",Home - American Dental Association,[]
http://www.ifmsa.org,"Medicine, medical devices, pharmaceuticals and environment","The American Medical Student Association (AMSA), founded in 1950 and based in Washington, D.C., is the oldest and largest independent association of physicians-in-training in the United States.  AMSA is a student-governed, national organization.  They have a membership of 68,000 medical students, premedical students, interns, medical residents and practicing physicians from across the country. 
",Home - International Federation of Medical Students' Associations (IFMSA),[]
http://www.achp.gov,"Medicine, medical devices, pharmaceuticals and environment","
",Advisory Council on Historic Preservation: Preserving America's Heritage,"[achp@achp.gov, owilliams@achp.gov]"
http://www.mswmanagement.com,"Medicine, medical devices, pharmaceuticals and environment","The Solid Waste Association of North America (SWANA) is an organization of public and private sector professionals committed to advancing issues ranging from solid waste management to resource management through their shared emphasis on education, advocacy and research. SWANA serves industry professionals through technical conferences, certifications, publications and a large offering of technical training courses .[1]",MSW Management Weekly - Forester Network,"[lori.lovely@foresternetwork.com, carol.brzozowski@forestrnetwork.com, asantiago@forester.net, comments@foresternetwork.com, jreed@forester.net, asantiago@foresternetwork.com]"
http://www.corporatewatch.org,"Medicine, medical devices, pharmaceuticals and environment","The Association of the British Pharmaceutical Industry (ABPI) is the trade association for over 120 companies in the UK producing prescription medicines for humans, founded in 1891. It is the British equivalent of America's PhRMA, however the member companies research, develop, manufacture and supply 80% of the medicines prescribed through the National Health Service.
",Corporate Watch,[]
http://www.ifpma.org,"Medicine, medical devices, pharmaceuticals and environment","The International Federation of Pharmaceutical Manufacturers & Associations (IFPMA) represents the research-based pharmaceutical companies and associations across the globe. The research-based pharmaceutical industry’s 1.3 million employees research, develop and provide medicines and vaccines that improve the life of patients worldwide. Based in Geneva, IFPMA has official relations with the United Nations and contributes industry expertise to help the global health community find solutions that improve global health.
",IFPMA – International Federation of Pharmaceutical Manufacturers & Associations,"[He@lthy Be, info@ifpma.org]"
http://www.picscheme.org,"Medicine, medical devices, pharmaceuticals and environment","The Pharmaceutical Inspection Convention and Pharmaceutical Inspection Co-operation Scheme (PIC/S) are two international instruments between countries and pharmaceutical inspection authorities. The PIC/S is meant as an instrument to improve co-operation in the field of Good Manufacturing Practices between regulatory authorities and the pharmaceutical industry.
",PIC/S,[info@picscheme.org]
http://www.fda.gov,"Medicine, medical devices, pharmaceuticals and environment","Title 21 CFR Part 11 is the part of Title 21 of the Code of Federal Regulations that establishes the United States Food and Drug Administration (FDA) regulations on electronic records and electronic signatures (ERES). Part 11, as it is commonly called, defines the criteria under which electronic records and electronic signatures are considered trustworthy, reliable, and equivalent to paper records (Title 21 CFR Part 11 Section 11.1 (a)).[1]",U S Food and Drug Administration Home Page,[]
http://seg.org,"Tobacco, alcohol, law, politics, gambling and firearms","The Society of Exploration Geophysicists (SEG) is a learned society dedicated to promoting the science of geophysics and the education of exploration geophysicists. The Society fosters the expert and ethical practice of geophysics in the exploration and development of natural resources, in characterizing the near-surface, and in mitigating earth hazards. As of early 2008, SEG has more than 28,000 members working in more than 130 countries. SEG was founded in 1930 in Houston, Texas but its business office has been headquartered in Tulsa, Oklahoma since the mid-1940s. [1] While most SEG members are involved in exploration for petroleum, SEG members also are involved in application of geophysics methods to mineral exploration as well as environmental and engineering problems, archaeology, and other scientific endeavors. SEG publishes The Leading Edge (TLE), a monthly professional magazine, Geophysics, a peer-reviewed archival publication, and Interpretation, a peer-reviewed journal co-published by SEG and the American Association of Petroleum Geologists.[2]
",Home,[]
http://www.nra.org,"Tobacco, alcohol, law, politics, gambling and firearms","
",NRA | Home,[nr@context]
http://wftga.org,Transport and logistics,"A tour guide (U.S.) or a tourist guide (European) is a person who provides assistance, information on cultural, historical and contemporary heritage to people on organized tours and individual clients at educational establishments, religious and historical sites, museums, and at venues of other significant interest.[1]
",World Federation of Tourist Guide Associations,"[Internation@l Nove, info@wftga.org]"
http://www.barges.org,Transport and logistics,"A barge is a flat-bottomed ship, built mainly for river and canal transport of heavy goods. Some barges are not self-propelled and must be towed or pushed by towboats, canal barges or towed by draft animals on an adjacent towpath. Barges contended with the railway in the early Industrial Revolution, but were outcompeted in the carriage of high-value items due to the higher speed, falling costs and route flexibility of railways.
",DBA - The Barge Association - DBA,[]
http://www.uic.org,Transport and logistics,"
",UIC - International union of railways. The worldwide railway organisation,[]
http://www.nastf.org,Transport and logistics,"The Motor Vehicle Owners' Right to Repair Act, sometimes also referred to as Right to Repair, is a name for several related proposed bills in the United States Congress and several state legislatures which would require automobile manufacturers to provide the same information to independent repair shops as they do for dealer shops.",NASTF: Where techs & OEMs connect - National Automotive Service Task Force,"[nastf1@nastf.org, i4asales@i4a.com, nastf1@nastf.org?subj, sdrm@nastf.org and]"
http://garysieling.com,Transport and logistics,"
",Gary Sieling - Philadelphia Software Developer,[]
http://www.gpo.gov,Transport and logistics,"
",U.S. Government Publishing Office,[]
http://law.jrank.org,Transport and logistics,"The Magnuson–Moss Warranty Act (P.L. 93-637) is a United States federal law (15 U.S.C. § 2301 et seq.). Enacted in 1975, the federal statute governs warranties on consumer products. The law does not require any product to have a warranty (it may be sold ""as is""), but if it does have a warranty, the warranty must comply with this law. The law was created to fix problems as a result of manufacturers using disclaimers on warranties in an unfair or misleading manner.
",Law Library - American Law and Legal Information	  	   - JRank Articles,[]
http://nrfsp.com,Hospitality,"National Registry of Food Safety Professionals (NRFSP) is a food safety certification for the restaurant, hotel, and quick service industry business administered by Environmental Health Testing. NRFSP was founded in 1998 through partnerships between the Chartered Institute of Environmental Health and Professional Testing, Inc. and is headquartered in Orlando, Florida.[citation needed]
",National Registry of Food Safety Professionals - NRFSP,[]
http://www.echima.ca,Healthcare,"Health information management (HIM) is information management applied to health and health care. It is the practice of acquiring, analyzing and protecting digital and traditional medical information vital to providing quality patient care. With the widespread computerization of health records, traditional (paper-based) records are being replaced with electronic health records (EHRs). The tools of health informatics and health information technology are continually improving to bring greater efficiency to information management in the health care sector. Both hospital information systems and Human Resource for Health Information System (HRHIS) are common implementations of HIM.
",CHIMA: The Canadian Health Information Management Association,[]
http://www.khima.com,Healthcare,"Health information management (HIM) is information management applied to health and health care. It is the practice of acquiring, analyzing and protecting digital and traditional medical information vital to providing quality patient care. With the widespread computerization of health records, traditional (paper-based) records are being replaced with electronic health records (EHRs). The tools of health informatics and health information technology are continually improving to bring greater efficiency to information management in the health care sector. Both hospital information systems and Human Resource for Health Information System (HRHIS) are common implementations of HIM.
",Home | KHIMA,[]
http://www.ahima.org,Healthcare,"Health information management (HIM) is information management applied to health and health care. It is the practice of acquiring, analyzing and protecting digital and traditional medical information vital to providing quality patient care. With the widespread computerization of health records, traditional (paper-based) records are being replaced with electronic health records (EHRs). The tools of health informatics and health information technology are continually improving to bring greater efficiency to information management in the health care sector. Both hospital information systems and Human Resource for Health Information System (HRHIS) are common implementations of HIM.
",AHIMA Home - American Health Information Management Association,[username@example.com]
http://www.healthinformationtechnologycareers.com,Healthcare,"Health information management (HIM) is information management applied to health and health care. It is the practice of acquiring, analyzing and protecting digital and traditional medical information vital to providing quality patient care. With the widespread computerization of health records, traditional (paper-based) records are being replaced with electronic health records (EHRs). The tools of health informatics and health information technology are continually improving to bring greater efficiency to information management in the health care sector. Both hospital information systems and Human Resource for Health Information System (HRHIS) are common implementations of HIM.
",Health Information Technology Careers,[]
http://www.AHIMA.org,Healthcare,"Health information management (HIM) is information management applied to health and health care. It is the practice of acquiring, analyzing and protecting digital and traditional medical information vital to providing quality patient care. With the widespread computerization of health records, traditional (paper-based) records are being replaced with electronic health records (EHRs). The tools of health informatics and health information technology are continually improving to bring greater efficiency to information management in the health care sector. Both hospital information systems and Human Resource for Health Information System (HRHIS) are common implementations of HIM.
",AHIMA Home - American Health Information Management Association,[username@example.com]
http://www.himss.org,Healthcare,"Health information management (HIM) is information management applied to health and health care. It is the practice of acquiring, analyzing and protecting digital and traditional medical information vital to providing quality patient care. With the widespread computerization of health records, traditional (paper-based) records are being replaced with electronic health records (EHRs). The tools of health informatics and health information technology are continually improving to bring greater efficiency to information management in the health care sector. Both hospital information systems and Human Resource for Health Information System (HRHIS) are common implementations of HIM.
",HIMSS - Healthcare Information and Management Systems Society | HIMSS,[]
http://www.nam.org,Manufacturing,,National Association of Manufacturers,
http://www.sme.org,Manufacturing,,Society of Manufacturing Engineers,
https://www.fmanet.org,Manufacturing,,"Fabricators & Manufacturers Association, International",
http://www.pmmi.org,Manufacturing,,Packaging Machinery Manufacturers Institute,
https://www.acfchefs.org,Hospitality,,American Culinary Federation,
https://nrf.com/who-we-are/nrf-foundation,Hospitality,,National Retail Federation Foundation,
https://www.ahlei.org,Hospitality,,American Hotel & Lodging Educational Institute,
https://chooserestaurants.org,Hospitality,,National Restaurant Association Education Foundation,
http://www.ahima.org,Healthcare,,American Health Information Management Association (AHIMA),
https://www.aha.org/front,Healthcare,,American Hospital Association (AHA),
https://nahq.org,Healthcare,,National Association for Healthcare Quality (NAHQ),
https://www.hcapinc.org,Healthcare,,Healthcare Career Advancement Program (H-CAP),
