Candidate Organization Link,Industry,Industry Group Description,Industry Group Wiki Page,duplicate,Candidate Organization Name,Candidate Front Page Info,Contact Information
http://auditcommitteecollaboration.org,"Advertising, business, marketing","The Center for Audit Quality (CAQ) is an autonomous, nonpartisan, nonprofit public policy advocacy organization based in Washington, DC. It is affiliated with the American Institute of CPAs.
",https://en.wikipedia.org/wiki/Center_for_Audit_Quality,FALSE,Audit Committee Collaboration,CALL TO ACTIONSUPPORTERS ABOUT Events Resources,[]
http://www.antifraudcollaboration.org,"Advertising, business, marketing","The Center for Audit Quality (CAQ) is an autonomous, nonpartisan, nonprofit public policy advocacy organization based in Washington, DC. It is affiliated with the American Institute of CPAs.
",https://en.wikipedia.org/wiki/Center_for_Audit_Quality,FALSE,antifraudcollaboration.com,Watch the webcast Articles About Tools in the fight against fraud Videos LEARN MORE ABOUT US Newsroom learn more Register now Priorities Communications Corporate Culture Case Studies READ THE REPORT Reports Contact Skepticism Self-Study program on ethics Resources,[logo4-nacd@2xREV-e1458676599510.png]
http://www.thecaq.org,"Advertising, business, marketing","The Center for Audit Quality (CAQ) is an autonomous, nonpartisan, nonprofit public policy advocacy organization based in Washington, DC. It is affiliated with the American Institute of CPAs.
",https://en.wikipedia.org/wiki/Center_for_Audit_Quality,FALSE,The Center for Audit Quality | Affiliated with the American Institute of CPAs,"Newsroom IOSCO: Consultation Report on Good Practices for Audit Committees in Supporting Audit Qual... Policy Issues Audit Committee Issues Share Your Feedback! Research Advisory Board Funding Grants Research Advocating for Policies Discussion Document: Monitoring Inflation in Certain Countries, May 2018 YouTube Audit Quality Indicators Videos: Classroom and Training Resources CAQ Alert #2018-02 - Audit Planning Alert for Auditors of Brokers and Dealers Brokers and Dealers CAQ Staff Directory Become a Member Browse Policy Issues Events Careers CAQ Snapshot: May 2018 CAQ at AAA Fostering Collaboration The Access to Audit Personnel Program LinkedIn See all About the CAQ Public Policy and Technical Alert, May 2018 Fighting Fraud Get Inspired by a Veteran's Courage Effective Disclosure The Global CPA: Insights and Advice Profession of the Future Membership Meeting Highlights Resources Public Policy and Technical Alert, June 2018 Our Values Instagram Our Focus CAQ Snapshot: June 2018 Alerts SEC: Auditor Independence with Respect to Certain Loans or Debtor-Creditor Relationships Member Login Our Committees CAQ Announces Grants to Fund Academic Research in Auditing Case Studies Publications Get Resources See Our Initiatives Discover Audit About Us Auditor Reporting Learn How We Do It Our History Videos Cybersecurity Helping Companies Meet the Challenges of Managing Cybersecurity Risk Twitter About CAQ Annual CAQ Symposium Facebook Auditor Performance Governing Board Subscribe Learn more > Comment Letters Executive Director Contact Us Mindset, Behaviors, Knowledge & Skills: Building a Roadmap for the Auditor of the Futu... Browse All Resources",[nr@context]
https://www.discoveraudit.org,"Advertising, business, marketing","The Center for Audit Quality (CAQ) is an autonomous, nonpartisan, nonprofit public policy advocacy organization based in Washington, DC. It is affiliated with the American Institute of CPAs.
",https://en.wikipedia.org/wiki/Center_for_Audit_Quality,FALSE,403 Forbidden,,[]
http://www.competeamerica.org,"Advertising, business, marketing","Compete America, The Alliance for a Competitive Workforce, is a coalition representing corporations, universities, research institutions and trade associations that advocates for reform of U.S. immigration policy for highly educated foreign professionals.
",https://en.wikipedia.org/wiki/Compete_America,FALSE,403 Forbidden,,[]
http://www.parade.com,"Advertising, business, marketing","Compete America, The Alliance for a Competitive Workforce, is a coalition representing corporations, universities, research institutions and trade associations that advocates for reform of U.S. immigration policy for highly educated foreign professionals.
",https://en.wikipedia.org/wiki/Compete_America,FALSE,Parade,"10 Things You Didn't Know About the Statue of Liberty (She Was Almost Gold!) Roisin Kelly, Contributor instagram The Best Parts of How I Met Your Mother Entertainment America’s Best On Carrying Packages twitter Emmys Nominations 2018: The Biggest Snubs Weight of Dice Parade Editor Parade New Cast Added to When Calls the Heart Pets & Animals Ask Marilyn Walter Scott, Editor Health Sign Up 100 Inspiring Quotes on Love and Marriage #DailyCelebration Solana Salado, EditorParade Listen Riely Haven, Contributor Samuel R. Murrian, ContributorParade Media Relations (function(){var g=this;function h(b,d){var a=b.split("".""),c=g;a[0]in c||!c.execScript||c.execScript(""var ""+a[0]);for(var e;a.length&&(e=a.shift());)a.length||void 0===d?c[e]?c=c[e]:c=c[e]={}:c[e]=d};function l(b){var d=b.length;if(0<d){for(var a=Array(d),c=0;c<d;c++)a[c]=b[c];return a}return[]};function m(b){var d=window;if(d.addEventListener)d.addEventListener(""load"",b,!1);else if(d.attachEvent)d.attachEvent(""onload"",b);else{var a=d.onload;d.onload=function(){b.call(this);a&&a.call(this)}}};var n;function p(b,d,a,c,e){this.h=b;this.j=d;this.l=a;this.f=e;this.g={height:window.innerHeight||document.documentElement.clientHeight||document.body.clientHeight,width:window.innerWidth||document.documentElement.clientWidth||document.body.clientWidth};this.i=c;this.b={};this.a=[];this.c={}}function q(b,d){var a,c,e=d.getAttribute(""data-pagespeed-url-hash"");if(a=e&&!(e in b.c))if(0>=d.offsetWidth&&0>=d.offsetHeight)a=!1;else{c=d.getBoundingClientRect();var f=document.body;a=c.top+(""pageYOffset""in window?window.pageYOffset:(document.documentElement||f.parentNode||f).scrollTop);c=c.left+(""pageXOffset""in window?window.pageXOffset:(document.documentElement||f.parentNode||f).scrollLeft);f=a.toString()+"",""+c;b.b.hasOwnProperty(f)?a=!1:(b.b[f]=!0,a=a<=b.g.height&&c<=b.g.width)}a&&(b.a.push(e),b.c[e]=!0)}p.prototype.checkImageForCriticality=function(b){b.getBoundingClientRect&&q(this,b)};h(""pagespeed.CriticalImages.checkImageForCriticality"",function(b){n.checkImageForCriticality(b)});h(""pagespeed.CriticalImages.checkCriticalImages"",function(){r(n)});function r(b){b.b={};for(var d=[""IMG"",""INPUT""],a=[],c=0;c<d.length;++c)a=a.concat(l(document.getElementsByTagName(d[c])));if(0!=a.length&&a[0].getBoundingClientRect){for(c=0;d=a[c];++c)q(b,d);a=""oh=""+b.l;b.f&&(a+=""&n=""+b.f);if(d=0!=b.a.length)for(a+=""&ci=""+encodeURIComponent(b.a[0]),c=1;c<b.a.length;++c){var e="",""+encodeURIComponent(b.a[c]);131072>=a.length+e.length&&(a+=e)}b.i&&(e=""&rd=""+encodeURIComponent(JSON.stringify(t())),131072>=a.length+e.length&&(a+=e),d=!0);u=a;if(d){c=b.h;b=b.j;var f;if(window.XMLHttpRequest)f=new XMLHttpRequest;else if(window.ActiveXObject)try{f=new ActiveXObject(""Msxml2.XMLHTTP"")}catch(k){try{f=new ActiveXObject(""Microsoft.XMLHTTP"")}catch(v){}}f&&(f.open(""POST"",c+(-1==c.indexOf(""?"")?""?"":""&"")+""url=""+encodeURIComponent(b)),f.setRequestHeader(""Content-Type"",""application/x-www-form-urlencoded""),f.send(a))}}}function t(){var b={},d=document.getElementsByTagName(""IMG"");if(0==d.length)return{};var a=d[0];if(!(""naturalWidth""in a&&""naturalHeight""in a))return{};for(var c=0;a=d[c];++c){var e=a.getAttribute(""data-pagespeed-url-hash"");e&&(!(e in b)&&0<a.width&&0<a.height&&0<a.naturalWidth&&0<a.naturalHeight||e in b&&a.width>=b[e].o&&a.height>=b[e].m)&&(b[e]={rw:a.width,rh:a.height,ow:a.naturalWidth,oh:a.naturalHeight})}return b}var u="""";h(""pagespeed.CriticalImages.getBeaconData"",function(){return u});h(""pagespeed.CriticalImages.Run"",function(b,d,a,c,e,f){var k=new p(b,d,a,e,f);n=k;c&&m(function(){window.setTimeout(function(){r(k)},0)})});})();pagespeed.CriticalImages.Run('/ngx_pagespeed_beacon','https://parade.com/','uTfLTyTokI',true,false,'_yltXXhK9PU'); PARADE Culture Food Jeff Marchant, ContributorParade Watch Dr. Nancy Berk, ContributorParade Parade Picks What People Earn Facebook Log In Media Kit Marilyn vos Savant, ContributorParade Our Contributors Leah Ingram, ContributorParade The Best Parts About Parade Google Confirmed! Downton Abbey Is Coming to the Big Screen 6 Reasons to Shop Amazon Prime Day 2018 Harry and Meghan Meet the President of Ireland—and His Dogs! Marilyn vos Savant Contributor Parade Cookie Notification Marilyn vos Savant, Contributor Celebrity Mike Bloom, ContributorParade The Incredible Dr. Pol Explains Why He Can't Retire and How He Helps Keep Pet Ownership Affordable Heroes & Helpers Lambeth Hochwald, Contributor Vi-An Nguyen, Contributor Numbrix 9 - July 14 Big Brother 20: Chris 'Swaggy C' Williams on Branding, Backdoors and Bayleigh facebook Paulette Cohn Contributor Parade Jadium - July 14, 2018 Lindsay Lowe, Contributor Contact Us clicking here. Instagram 15 Memorable TV Geeks for Embrace Your Geekness Day Royal Family Bo Burnham and Elsie Fisher Talk Growing Up, the Internet and #MeToo YouTube Twitter Privacy Policy youtube Riely Haven Contributor Parade Numbrix Read CNN's Brooke Baldwin Says Journalism Is Alive and Well in 2017 Living Well User Agreement What America Eats 8 Deals for National Ice Cream Day 2018 James Brolin on Acting, Directing and Perfect Date Nights with Barbra Streisand",[]
http://www.casro.org,"Advertising, business, marketing","In January, 2017, CASRO merged with the Marketing Research Association (MRA) to form the Insights Association.
",https://en.wikipedia.org/wiki/Council_of_American_Survey_Research_Organizations,FALSE,Insights Association,"See All 19 Learn More about CRC Do I Have an Unconscious Bias? Be a Member LinkedIn FAQs View a list of our Company and Corporate Research Department Members. Upper Midwest Chapter - Customer Focus North The True Barrier to Customer-centricity Register Now! Network & Learn Business State of Voice of the Customer Programs Why Ignoring User Experience Now Will Prove Costly Project Management Summer School Series: Best Practices - Excel at Each Stage of the Research Process Stay Informed Advance Your Career Media Facebook contact us Insights Leadership Conference (ILC) CIRQ Announces ISO 20252 Certification of Copley Focus Centers and National Field and Focus Technique Promote MR/A The Importance of Rhythm in Storytelling Twitter Find a Partner More About Us Get Support Corporate Researchers Conference (CRC) Sign In Learn How We Do It GDPR How: Companies’ Duties - Data Breach Notification Join Now Register for news, events and more! 202.800.2545 CEO Summit London CR Q&A – Quick Conversations with Corporate Researchers Excursion to CES 2019 Project Management Summer School Privacy Policy MR News See All 109 Government Affairs","[nr@context, username@example.com, nicole.symelidis@insightsassociation.org]"
http://www.printing.org,"Advertising, business, marketing","Graphic Arts Technical Foundation is a nonprofit, scientific, technical, and educational organization which promotes the technological advancement of the printing industry worldwide. 
",https://en.wikipedia.org/wiki/Graphic_Arts_Technical_Foundation,FALSE,Printing Industries of America | The World’s Largest Graphic Arts Trade Association,"Print and Packaging Legislative Summit Print Education Curriculum Cost Calculator Human Resources Board Directory Become A Member InterTech™ Technology Awards WebSim-Heatset Web Simulator Automation Resources Economic Forecasts Resources SheetSim-SHOTS Simulator 25 26 FMLA Forms, GINA Doctor Notice, Release to Talk to Doctor July 2018 22 23 Automation Ready! Become a Member Environmental, Health & Safety Choose Print Best Workplace in the Americas Log In PrintPAC Services News Webinar Archives Management Alerts TAGA Leadership Programs Quality & Process Control Products Custom Training Services William D. Schaeffer Environmental Award Employee Recognition and Engagement Listserv Sign Up TAGA Abstract Search Proprietary Research Events Calendar Wide-Format Inkjet TAGA Student Chapters Contact Us Education Previous Printing Industries of America Announces Addition of Konica Minolta to National Buying Program Continuous Improvement Conference Next Robert F. Reed Technology Medal Become a TAGA Member OSHA Ready! Economic Data Resources 1-800-910-4283 National Buying Program Staff Directory Press Simulators 24 Print Economics & Management Webinars Trainings & Workshops Education Award of Excellence Managing for Improvement Award EHS Training Services State of the Industry TAGA Annual Technical Conference TAGA Production Inkjet Resources PGSF Color Conference Dynamic Ratios Calculator (new) Legislative Advocacy Toolkit Privacy Policy OSHA Compliance for Printing Workshop Learn More Sample Client-Independent Contractor Agreement Federal and State Tax Withholding Forms HR Toolkit for Employers 2018 Survey of Management Information Systems Published 2018 Premier Print Awards click here Consulting Services Technology & Research Peer Groups HR Update Events Store TAGA Michael H. Bruno Award PIFE Financial Performance Assessment Careers @ PIA Affiliates Awards Groups Lewis Memorial Lifetime Achievement Award Certifications History Conferences 19 PIA Seeks Speakers for 2019 Continuous Improvement Conference iLearning Center Sustainability Assistance Technical Hotline President's Conference HR FAQ Find a Printer TAGA Store Blog Job Bank Best Workplaces in the Americas Benjamin Franklin Honor Society Budgeted Hourly Cost Rates 2017-2018 PIA Dynamic Ratios Show Printing Industry Profits Increased Last Year Lab Services Frederick D. Kagy Education Award of Excellence BIA TAGA Sponsors Print Powers About EHS Consulting Services JDF Product Certification PIA Now Accepting Submissions to the  Best Workplace in the Americas Recognition Program Press Room Publications 412-741-6860 2017 Dynamic Ratios Survey Power Sellling Additional Economic Reports The Magazine Inkjet Ready! Premier Print Awards Naomi Berber Memorial Award Dynamic Ratios Government Affairs Job Descriptions",[]
http://www.ism.ws,"Advertising, business, marketing","Institute for Supply Management (ISM) is the oldest, and the largest, supply management association in the world.[1] Founded in 1915, the U.S.-based not-for-profit educational association serves professionals and organizations with a keen interest in supply management, providing them education, training, qualifications, publications, information, and research.
",https://en.wikipedia.org/wiki/Institute_for_Supply_Management,FALSE,ISM - Institute for Supply Management,"Annual Conference CPSM/CPSD Certification > Advertise With Us Inside Supply Management Magazine Affiliate Websites Benefits Browser CONFERENCES & EVENTS 480.752.6276 309 W Elliot Rd, Suite 113, Tempe, AZ 85284 ISM MASTERY MODEL® > Don't just succeed in Supply Management, Master it. MEMBERSHIP CAPS Research Site Map Study Materials & Training Products > Share Your Expertise shopping_cart View Online Learning Options Exhibit & Sponsorship Opportunities Affiliate Management Educational Resources ISM STORE Institute for Supply Management Read More ISM Mastery Model® shopping_cart SHOPPING CART ISM Report On Business® Career Center > NEWS & RESEARCH Join ISM Corporate Services(Team Learning & Development) > Current and Past Program Materials membersvcs@instituteforsupplymanagement.org ISM Training Calendar Tools & Resources Terms & Policies Terms of Service here Renew Membership Seminars Payment Options phone CONTACT × FAQs Work at ISM person_add JOIN NOW History Groups & Forums ISM Publications Conferences eISM Learning > Staff Leadership & Contact Newsroom/Blog forgot your password? Privacy Policy eISM Learning ABOUT ISM See What's New! Corporate Services Governance Create Account",[membersvcs@instituteforsupplymanagement.org]
http://www.iipawebsite.com,"Advertising, business, marketing","The International Intellectual Property Alliance (IIPA), formed in 1984, is a private sector coalition of seven trade associations representing U.S. companies that produce copyright-protected material, including computer software, films, television programs, music, books, and journals (electronic and print media). It seeks to strengthen international copyright protection and enforcement by working with the U.S. government, foreign governments, and private-sector representatives.[1]
",https://en.wikipedia.org/wiki/International_Intellectual_Property_Alliance,FALSE,403 Forbidden,,[]
http://www.marketingresearch.org,"Advertising, business, marketing","The Marketing Research Association (MRA) was a 501(c)(6) non-profit, membership trade association, incorporated in New York state. Members were companies that specialized in, or had departments that specialized in, market research, consumer opinion and related marketing intelligence. Individuals who were marketing research practitioners could also become members. 
",https://en.wikipedia.org/wiki/Marketing_Research_Association,FALSE,Insights Association,"See All 19 Learn More about CRC Do I Have an Unconscious Bias? Be a Member LinkedIn FAQs View a list of our Company and Corporate Research Department Members. Upper Midwest Chapter - Customer Focus North The True Barrier to Customer-centricity Register Now! Network & Learn Business State of Voice of the Customer Programs Why Ignoring User Experience Now Will Prove Costly Project Management Summer School Series: Best Practices - Excel at Each Stage of the Research Process Stay Informed Advance Your Career Media Facebook contact us Insights Leadership Conference (ILC) CIRQ Announces ISO 20252 Certification of Copley Focus Centers and National Field and Focus Technique Promote MR/A The Importance of Rhythm in Storytelling Twitter Find a Partner More About Us Get Support Corporate Researchers Conference (CRC) Sign In Learn How We Do It GDPR How: Companies’ Duties - Data Breach Notification Join Now Register for news, events and more! 202.800.2545 CEO Summit London CR Q&A – Quick Conversations with Corporate Researchers Excursion to CES 2019 Project Management Summer School Privacy Policy MR News See All 109 Government Affairs","[nr@context, username@example.com, nicole.symelidis@insightsassociation.org]"
http://www.nareb.com,"Advertising, business, marketing","The National Association of Real Estate Brokers (NAREB) was formed July 29, 1947, making it the oldest minority trade association in America.[1] NAREB was established by African-American real estate professionals as an alternative for African-Americans who were excluded from the National Association of Realtors.",https://en.wikipedia.org/wiki/National_Association_of_Real_Estate_Brokers,FALSE,National Association of Real Estate Brokers – Democracy in Housing,State of Housing In Black America (SHIBA) FAQ Who We Are Home-Ownership Media Opportunities Homeownership for Veterans Atlanta (71st Annual Convention) Donate Join NAREB Member Login 2M-N5 50th Anniversary Fair Housing Act 2018 Homeownership for Veterans Home Ownership Press Releases National Homeownership Weekend Fair Housing In Your Area Affiliates Events Local Boards Photos NAREB University What We Do Get Involved Policy Positions Advisory Board Mission Statement Commemoration 50th Anniversary of the Fair Housing Act 48th Annual Legislative Conference NAREB History Member Services NAREB Relief Fund Publications Affinity Partners Sponsorship Contact Us Leadership Videos NAREB Store RVPs Privacy Policy News & Events Past Presidents Home SHIBA Solutions Staff,[]
http://www.pma.com,"Advertising, business, marketing",About Produce Marketing Association                               ,https://en.wikipedia.org/wiki/Produce_Marketing_Association,FALSE,Home | Produce Marketing Association,Brazil Careers and Internships Foodservice Listeria Workshops Español Membership Directory Annual Partners FC: Chile FC: Mexico LOG IN Fresh Connections Brazil Events Global Trade Issues Leadership Privacy Policy Australia Gold Circle Volunteer Opportunities Sustainability Membership Leadership China View All Events Chile Awards of Excellence Floral Create account More Tech Knowledge Fresh Summit PMA Home Advertise & Sponsor About Fresh Connections: Southern Africa Webinars FC: Southern Africa growingtalentbypma.org PMA Mexico Business Roundtables Log In Member Stories Supply Chain Management Southern Africa Talent Management FC: Brazil Log in English FC: Floral Miami New Zealand Retail Contact Us Join Now Hort Connections Strategic Plan FC: Retail Staff Directory Topics Global FC: China Press Center FC: Floral Anaheim Learn More Food Safety Mexico Roundtables centerforgrowingtalent.org Advertise Technology Consumer Trends,[nr@context]
http://www.prsa.org,"Advertising, business, marketing","The Public Relations Society of America (PRSA) is a nonprofit trade association for public relations professionals headquartered in New York City. It was founded in 1947 by combining the American Council on Public Relations and the National Association of Public Relations Councils. That year it had its first annual conference and award ceremony. In the 1950s and 1960s, the society created its code of conduct, accreditation program and a student society called the Public Relations Student Society of America. In the 1970s and 1980s, its membership attained a stronger female demographic and the society had its first female Presidents. PRSA created a definition of public relations in 1982, which was updated with a crowd-sourced version in 2011.
",https://en.wikipedia.org/wiki/Public_Relations_Society_of_America,FALSE,Home - Public Relations Society of America,"D&I Month Membership Categories Research Employee Communications Resources Jobs Travel and Tourism PRSA Membership App Learn How Why Join PRSA National Leadership Recruitment Find-An-RFP Member Benefits Course Resources Ethics UAB PRSA Strategic Plan New Professionals Join Now Diversity Awards JOIN Find-A-Job Content Connection Resource hub Partnerships Find-A-Mentor PRSA Storm Support Resources PRSA To Launch First-Ever Reputation Risk Management Certificate Program On May 16, 2018 Resource Library Chapters Benefits to Employers Glossary of Terms Counselors Academy Measurement Affiliated Communities PRsay Ethics Pledge Learn more Association and Nonprofit Individual Awards Find a Job Code of Ethics Counselors to Higher Education Explore All About PR MBA Program Webinars PRSA Announces Jonathan Mildenhall To Be Keynote Speaker at 2018 International Conference in Austin Find-A-University Find-A-Firm Silver Anvil Case Studies View Events & Webinars Internal Communications Bronze Anvil Awards Application Process Public Affairs and Government Member Directory Contact Public Relations Manager - The Evergreen State College - Olympia, WA Home Technology Donate to Diversity Professional Development Diversity Tool Kit Accreditation in Public Relations (APR) MyPRSA Access member resources and exclusive community Writing Our Communities Entertainment and Sports Independent Practitioners My Account Health Academy Diversity Sponsorship Opportunities Ethics Violators Membership Leadership Awards Ethics Moments About PRSA Professional Interest Section Conferences Anthony D’Angelo is Quoted in Amy George’s Inc. Article, “Hope Hicks Violated a Core Value of PR: Tell the Truth”… College of Fellows On-Demand Training Member Discount Program Learn More Issue and Crisis Management Members-Only Community MyPRSA Contact the MBA Program Conferences About PR Learn About PR Media Relations Specialist - University of Nevada, Las Vegas - Las Vegas, NV Local Chapters Educators Academy Group Membership Gaining Employer Approval Find-A-Tool Louis Jacobson’s PolitiFact Article on Hope Hicks and the history of White House ‘white lies’ Meet Our Leadership Team Digital/Social Leadership Management PRSA Foundation Apps for Communications Financial Communications Connect With Peers Professional Interest Sections Silver Anvil Awards Districts Renew Case Studies Publications Terms of Use Latest Jobs Corporate Communications PRSSA Search More Jobs! Workshops Discover Career Resources",[]
